scenario,week,p05,p10,p25,p50,p75,p90,p95
rate_shock_up,11,5.556428331067196,5.760771161243122,6.111694021813442,6.525132629702805,6.9074494980057395,7.281787981074679,7.498994929998975
rate_shock_up,12,5.546950138414839,5.756944657808773,6.120012603010946,6.542490657640259,6.9504188405540415,7.338569219009194,7.567723307387159
rate_shock_up,13,5.532824141090731,5.739383375580339,6.1167262504838495,6.56845275391386,6.987557795484758,7.391521717837918,7.640245846402929
rate_shock_up,14,5.5115216618042515,5.733025549212347,6.12617433187368,6.586762608565964,7.027355302123238,7.459383107064083,7.696563976515274
rate_shock_up,15,5.490456931321404,5.742013986159017,6.136600433576167,6.605841555523018,7.0654214213239594,7.501489076129913,7.778366419219257
rate_shock_up,16,5.477630213792351,5.7336191552815725,6.146428517633002,6.6258115861743825,7.113766115179528,7.546722053428568,7.8155620183740115
rate_shock_up,17,5.464335856932768,5.738007432931987,6.174865977257953,6.644680967961373,7.149621063234571,7.609855186364849,7.883866489909522
rate_shock_up,18,5.446169424350839,5.729547331375803,6.178118136143174,6.673201350029341,7.176333583928933,7.647532753843969,7.926773901954897
rate_shock_up,19,5.417725391932016,5.719008156988883,6.201047292197789,6.6857604164850075,7.208578297235377,7.68660051607851,7.9750279037361205
rate_shock_up,20,5.441825664379027,5.726402957559047,6.202739291359837,6.718016709472772,7.221202761144248,7.744665792160523,8.031455771212773
rate_shock_up,21,5.444584702455986,5.730067591893445,6.211692571676768,6.7322371290579515,7.261909634047678,7.776465181204307,8.054292793952294
rate_shock_up,22,5.445637285124004,5.739943798439553,6.208125029667407,6.753977367651922,7.294381410773918,7.798135861092327,8.0954567519821
rate_shock_up,23,5.442733979014312,5.745147206980778,6.231270268379443,6.761107509963514,7.317838733037805,7.838702730127381,8.136273138691038
rate_shock_up,24,5.44341683949807,5.737201886352299,6.244642257745805,6.780173598962206,7.339506856755606,7.862194237243675,8.177953218496173
rate_shock_up,25,5.44680152533347,5.7482106508953,6.252025047892001,6.807066854641963,7.3765072906105384,7.906160109538259,8.212334909133434
rate_shock_up,26,5.425278747704196,5.751033634954924,6.26136630191902,6.838727270727526,7.392226092815839,7.933423091924295,8.266681162921305
rate_shock_up,27,5.430204289346757,5.766555135188966,6.281711231530931,6.853757629228383,7.426524321676857,7.970169602105451,8.314605691539297
rate_shock_up,28,5.431921171656595,5.747601546143335,6.287280417766361,6.880292588790965,7.4674465394077565,8.009575616929368,8.351786963011627
rate_shock_up,29,5.429709591147638,5.748378083317841,6.314076795216701,6.9030214014001094,7.486637192336799,8.034628596687416,8.393409851610775
rate_shock_up,30,5.405592571044155,5.763766421232616,6.310783167692244,6.926866756275854,7.5160884278665785,8.068713693526286,8.41194435492869
rate_shock_up,31,5.418582348109582,5.771014035677693,6.328272777003664,6.934643674848543,7.539172714512736,8.096308144724517,8.442753835424114
rate_shock_up,32,5.425194102311281,5.779564188491942,6.324898633310069,6.948324886925078,7.568470966386771,8.134627264174409,8.475541673538892
rate_shock_up,33,5.463652392034073,5.775886433253867,6.352371546526514,6.964565706822108,7.59672736218626,8.151936478813539,8.499633344136475
rate_shock_up,34,5.4404527857132035,5.791949520221173,6.3473643274131835,6.98086807054469,7.626501437478014,8.195680590418403,8.543809582965354
rate_shock_up,35,5.465560209815973,5.795055918138237,6.3450342330050855,7.00695358860497,7.635142772240258,8.216989953814931,8.57646719865336
rate_shock_up,36,5.462418511626898,5.811191223847214,6.36595964666798,7.015784711652897,7.666024062281918,8.238367182804037,8.623015942866923
rate_shock_up,37,5.460475696502784,5.8258490787689245,6.387292968019695,7.039598085038341,7.6910897518825525,8.259788327114832,8.651346197144257
rate_shock_up,38,5.469628013883225,5.827976610984412,6.3946583795265495,7.050226320945663,7.722450139762932,8.29069493218598,8.6982806441533
rate_shock_up,39,5.49811209886236,5.838996848410267,6.4074706301903195,7.0667513184273165,7.740757335391884,8.329883325631473,8.724767754067434
rate_shock_up,40,5.485869841908268,5.844659956080998,6.423359009734005,7.09227153554441,7.768596713815344,8.35378527295915,8.785445432179241
rate_shock_up,41,5.5051449750169965,5.841291754996012,6.444782664126271,7.0934102090809255,7.7845491979659975,8.380673080139,8.798445120789582
rate_shock_up,42,5.492017063063846,5.8280308979829805,6.437725253356618,7.117986194808319,7.7954587278554115,8.418869496848682,8.795794024756427
rate_shock_up,43,5.495906672317623,5.84936315289269,6.451209708548834,7.138234559692135,7.810288574255782,8.462544195468853,8.819992433393914
rate_shock_up,44,5.5148264962116915,5.870431508088041,6.470474034098433,7.1527396811907185,7.8416947853847,8.479644357866805,8.864758310397221
rate_shock_up,45,5.536481598889554,5.882831475266986,6.481835314341206,7.17416454480407,7.870557379975331,8.503097427477224,8.901874561462169
rate_shock_up,46,5.51987902188335,5.889098807892937,6.477775931191907,7.185347208826867,7.893366178977475,8.519041919309092,8.916173225424638
rate_shock_up,47,5.518619932839778,5.886823523046071,6.502191805419675,7.206979009609943,7.910354203408817,8.547860727521556,8.956931339130014
rate_shock_up,48,5.5119357489780505,5.887013951676046,6.513297160276963,7.234242377845202,7.928026636520533,8.591891498983886,8.971186151845044
rate_shock_up,49,5.498074170350446,5.901925606432221,6.518972478244121,7.251415208694333,7.93792978462054,8.600760934218071,8.9792514074066
rate_shock_up,50,5.527858267975561,5.9095568021076135,6.5219226262352095,7.25683297800494,7.970517038384507,8.606358289541927,9.004756153749794
rate_shock_up,51,5.534499705198993,5.923081381343762,6.538544348398526,7.272686935761313,7.982408082945203,8.642835995367236,9.016845464619669
rate_shock_up,52,5.509838321961803,5.915403052880633,6.5535498050338,7.296732963092463,8.006641583580379,8.656636426961896,9.023528377096405
stress_widening,1,5.912856893138949,5.983845915988292,6.118447868147638,6.271410126146373,6.416803587011775,6.551194630918997,6.63805807007047
stress_widening,2,5.765218316325558,5.883418648255854,6.063797298355118,6.278842315530738,6.490431801717018,6.683495570273412,6.816179212030699
stress_widening,3,5.671322331823269,5.798651555858202,6.025171405459985,6.295926277668661,6.565585255351432,6.802204208896007,6.944024674795229
stress_widening,4,5.58157214517337,5.741114883804911,6.006441543493271,6.3159985087496215,6.619386602511429,6.894532873901578,7.065761930078585
stress_widening,5,5.513867898891401,5.693483119227911,5.984515117764836,6.33044593124284,6.674381272136184,6.9776524480001765,7.181539163963268
stress_widening,6,5.475559137427538,5.650455180267151,5.97291857989196,6.338118745580607,6.722813645110905,7.042224713790258,7.237303065188663
stress_widening,7,5.42377287373564,5.621442214775525,5.952557766728008,6.35554454100744,6.768024620319218,7.120180322506219,7.325485049203268
stress_widening,8,5.386896433642503,5.577388753450378,5.938424546579639,6.37497470511782,6.797075752467159,7.178731191081027,7.421445725984984
stress_widening,9,5.322619795275653,5.5454018102058305,5.925804107029823,6.382510720666408,6.831957008892786,7.235721794228416,7.484426453816146
stress_widening,10,5.264416786284132,5.5136795985532725,5.9117174010258235,6.3937621754604494,6.872274643794707,7.298433086412745,7.572812422075703
stress_widening,11,5.232499788475507,5.483284170964145,5.913962227118629,6.421364154982849,6.8905712206273595,7.34998663166651,7.616558796255422
stress_widening,12,5.203382957591552,5.4611035041204685,5.906686891414044,6.425182685731836,6.925821819307841,7.402188192866441,7.6834227558757595
stress_widening,13,5.168560283467368,5.422064798522797,5.885167417722561,6.4395590355684815,6.953915222950949,7.449689127657095,7.754941467259612
stress_widening,14,5.124948969250032,5.396794649250877,5.879295427971604,6.444562858457588,6.985290255096059,7.51550619752346,7.806591810031741
stress_widening,15,5.081664218395197,5.390393331150451,5.874658516616953,6.450545348097178,7.014575183398333,7.549749123387457,7.889553135360746
stress_widening,16,5.0485369503190975,5.362705196692231,5.869334868668985,6.457668634606132,7.056521920203357,7.58787693532718,7.9178168923056775
