scenario,week,p05,p10,p25,p50,p75,p90,p95
higher_for_longer,23,5.685550139909402,5.921632979711612,6.326534783771546,6.78123185785521,7.226867626063045,7.6290636978266395,7.867697402297841
higher_for_longer,24,5.673628954450454,5.931567462550871,6.336344267669082,6.796502632199097,7.243459857101916,7.647924719595157,7.908359110995147
higher_for_longer,25,5.676855913196534,5.927295660158409,6.34459835051522,6.7970161399497115,7.254663643603793,7.679655538816358,7.931229126437893
higher_for_longer,26,5.698656561610222,5.941754219151897,6.350639860571486,6.812184127035714,7.270872043277073,7.702344858639654,7.949645381592824
higher_for_longer,27,5.670160680554103,5.92302041379962,6.35481431855675,6.811839880214304,7.293343146504099,7.703424866178927,7.956602420136932
higher_for_longer,28,5.67728540617713,5.942750780385624,6.35104441899152,6.826280829854829,7.308625161050212,7.7240725274291435,7.96571244769728
higher_for_longer,29,5.676144719680415,5.9443857387982275,6.376095361013684,6.844276648641334,7.3228806052916955,7.733150850174247,8.02075833328273
higher_for_longer,30,5.689680012908465,5.958911983868569,6.382660349276637,6.8540952352201225,7.332068671711783,7.75505819302605,8.021607583905588
higher_for_longer,31,5.700615858189261,5.9667609089509295,6.405263593735718,6.854635282817919,7.339816683964412,7.755803919379373,8.028399192704294
higher_for_longer,32,5.715431773889623,5.970739414438429,6.413891525770477,6.869498097483701,7.350094028113134,7.780694814582929,8.032850678564373
higher_for_longer,33,5.73736397601974,5.986724809610337,6.424103781938465,6.869199242494393,7.3674464104390776,7.81239808639744,8.068489712689138
higher_for_longer,34,5.736985223867975,5.991158112966547,6.423460197542923,6.884277912193396,7.379385038037384,7.808174811402771,8.08171582154317
higher_for_longer,35,5.73299882060113,6.005573530003639,6.43170191783714,6.892816456697085,7.39329538316301,7.812680629387376,8.08637431237395
higher_for_longer,36,5.768733537190345,6.006676146748832,6.439359860996452,6.909794618801531,7.402404779762129,7.830644241418755,8.115644863341146
higher_for_longer,37,5.765231694706458,6.021393066772891,6.43884711073397,6.926940938800672,7.400127754914781,7.850776722321387,8.102439730765619
higher_for_longer,38,5.774693267636597,6.025192054420553,6.450402866179805,6.936348249606217,7.4183902733307985,7.862260820999826,8.128326305196019
higher_for_longer,39,5.783173152023487,6.033202818153419,6.460454228062845,6.947357001910279,7.425373075067582,7.878596160687465,8.137899372160948
higher_for_longer,40,5.7867342026393285,6.034753973994793,6.465647580304015,6.943543606190537,7.427430320055681,7.890132126653154,8.152056667236536
higher_for_longer,41,5.793947619197526,6.052398245399295,6.463759812831161,6.957593922367655,7.4411668352464595,7.910397445085861,8.162839060398609
higher_for_longer,42,5.809619915870243,6.062217490187774,6.484559594706833,6.960354417180932,7.45499781693929,7.9030470172354255,8.174158986119755
higher_for_longer,43,5.772762888692199,6.0660577317857785,6.490413202622019,6.971713919633161,7.444837312029773,7.927853845494788,8.185112771869269
higher_for_longer,44,5.7791571436987335,6.054171259440544,6.495877661464389,6.974426591214261,7.463466143943173,7.915661232210159,8.173561675364299
higher_for_longer,45,5.800980036565338,6.073416564463068,6.501524137872947,6.972892892810996,7.475849594863469,7.921686828385272,8.157310626852407
higher_for_longer,46,5.802140503887752,6.0610670123497625,6.491277124959896,6.98123395055031,7.469235981964734,7.903958809446891,8.173352938440331
higher_for_longer,47,5.809163234040453,6.083152661841382,6.4981382018478495,6.985811744605306,7.47068954756415,7.908164609312124,8.186719384204771
higher_for_longer,48,5.79883407937668,6.062217758552554,6.51341667401605,7.004616284613231,7.477256990283241,7.917208777691991,8.195262455924498
higher_for_longer,49,5.811333290409986,6.052216894825809,6.504426456613735,7.003263174391512,7.488171121208573,7.924040125606683,8.180194192882967
higher_for_longer,50,5.7979206473274205,6.072788420917492,6.505236447239977,7.006433169324207,7.487889400301087,7.919323506740416,8.175098625532337
higher_for_longer,51,5.795864572464666,6.07385215707526,6.518614532001233,7.005023534160077,7.487218124779746,7.943902029768782,8.16926147566182
higher_for_longer,52,5.774510119449782,6.059967517656359,6.529221682231563,6.996107223827719,7.479969999473103,7.944046323610223,8.213148661719114
recession_easing,1,5.924179494733946,5.998916114072566,6.1200535496261725,6.246514416093159,6.385306876119515,6.5077005690613925,6.579866957216467
recession_easing,2,5.780940464544487,5.875167726263473,6.049937638651302,6.243914710132025,6.428525248420092,6.60266127580314,6.706574430929026
recession_easing,3,5.658488849369642,5.776998716138718,5.994996900027188,6.231853781702712,6.461432200728496,6.666760126813062,6.796962531423209
recession_easing,4,5.552578338081162,5.696749953807705,5.963061017891182,6.211927147493483,6.489827447127237,6.744284771371301,6.875374430817034
recession_easing,5,5.476379790700031,5.6526406279279255,5.917543532224976,6.198229207566344,6.503167768883698,6.774978539309824,6.949766626514972
recession_easing,6,5.405472701583326,5.58362953194936,5.874251128180443,6.189477583277417,6.50814641089954,6.809054090577306,6.989073944011487
recession_easing,7,5.343423968525903,5.545540859090032,5.838748003304108,6.181160275065579,6.520985387197788,6.820278211446535,7.022589060784385
recession_easing,8,5.305419889436729,5.496019324319688,5.813514919013233,6.159310637302269,6.523790754037211,6.849095101695555,7.060951874241791
recession_easing,9,5.247188633624095,5.445472221508993,5.77533918053804,6.162474723903927,6.5518758414289255,6.8802643493560565,7.0794700086711
recession_easing,10,5.191924160841276,5.395812075735331,5.745442899172774,6.139447675484872,6.53544586311784,6.910780912933398,7.117045418742255
recession_easing,11,5.152028615422866,5.3634586681867376,5.725970933330077,6.113864208378757,6.5353971849766035,6.923573953199167,7.152418152126288
recession_easing,12,5.088739272226523,5.331421339782744,5.713395187026453,6.098502278419327,6.538196289787496,6.92481992390871,7.135432658569146
recession_easing,13,5.056039268933413,5.280240926939721,5.6868099272182615,6.09497778945649,6.539348447508566,6.935733398906509,7.175125699355969
recession_easing,14,5.028604829495731,5.260019250407074,5.649486541322123,6.0861537915022605,6.537889471383149,6.936883949940758,7.154687165349235
recession_easing,15,4.973219456668623,5.230343941161094,5.6417255018082395,6.082471396940175,6.537391367266691,6.932661067730486,7.1822586386814935
recession_easing,16,4.927468577860458,5.19584614321945,5.616150202557871,6.07603633786794,6.531291001734254,6.933579382059904,7.168322399546876
recession_easing,17,4.919228660921465,5.192027408674411,5.5883510974711275,6.055673391237065,6.525658616748869,6.929609980632529,7.199554322894039
recession_easing,18,4.8840886986199035,5.147975743107506,5.5709031887901155,6.0470759923754915,6.519630508107433,6.917070831584735,7.201356583975428
recession_easing,19,4.848931459774283,5.123058662838753,5.552368667354532,6.037704449249657,6.508407352145335,6.940964487097471,7.199912930826533
recession_easing,20,4.813628405929911,5.090025323722848,5.517731564776294,6.03118960118967,6.493178748463807,6.956002210834261,7.229747887592336
recession_easing,21,4.7780191124796225,5.0689284889947785,5.508203739190645,6.005327088356149,6.494098912298464,6.958560631452041,7.2289484048789525
recession_easing,22,4.739234321630235,5.042194923275221,5.492892065079541,5.997231756703419,6.4900978068557,6.943250948375073,7.228196628452751
recession_easing,23,4.729337846244032,5.051728923342772,5.49769049874031,5.986460791983458,6.4754733744834025,6.946393389319445,7.219864392986394
recession_easing,24,4.7059612635887875,5.004629421275059,5.480440137412756,5.969168792713118,6.477376245391377,6.929372594146056,7.21677468442518
recession_easing,25,4.698733814327775,5.016092838670667,5.454156465925177,5.972331445343711,6.4882772797004336,6.9261806966754405,7.219123443646171
recession_easing,26,4.666949614408465,4.988067975157457,5.437414666535743,5.942167780213973,6.467613007864717,6.911332458952159,7.214849313748653
recession_easing,27,4.677044934606117,4.97311887898219,5.4235702406926105,5.934422061398782,6.471940851386602,6.922590147565393,7.204436997103766
recession_easing,28,4.635514779042499,4.9422217244910165,5.40851129049456,5.928270369458073,6.469092246533715,6.906527198704575,7.198740017450015
recession_easing,29,4.613616878982402,4.933183541248718,5.38440520062774,5.921763784830874,6.4620495148538515,6.907794219733117,7.174123018777963
recession_easing,30,4.615128555574518,4.895104694782976,5.362118741287013,5.916582796502416,6.442428394269459,6.916935943291552,7.187621438339286
recession_easing,31,4.572191357755591,4.87347093087929,5.3731365613154765,5.887319175360326,6.448200443949172,6.900616862660604,7.180486688181671
recession_easing,32,4.551561920980225,4.871534075212687,5.3624597641735825,5.888984625316768,6.4309640512122455,6.922813563935915,7.187041779839774
recession_easing,33,4.549626267297659,4.837456089950184,5.3492277199940945,5.877615834133374,6.418331984425447,6.9016127443266235,7.2038707300899985
recession_easing,34,4.49599740650785,4.817484419090291,5.323252908491728,5.877845482613749,6.413794995473252,6.9077536796783665,7.2012209895533426
recession_easing,35,4.471873965215732,4.799131545766169,5.332001345065846,5.868003988238053,6.415072569663302,6.909449344383466,7.217362249098954
recession_easing,36,4.468907224544431,4.795977797164483,5.316727615904675,5.854389021224918,6.397530141063233,6.901211370259067,7.217776701207299
recession_easing,37,4.485229130509214,4.793951115147881,5.300922021246269,5.845246814236644,6.4019089696403695,6.906785756629548,7.220942817077736
recession_easing,38,4.472871720632556,4.777819626371884,5.275047011881291,5.839653163878955,6.40277914757941,6.897514830986469,7.171719869182914
recession_easing,39,4.456600824709472,4.764695071348236,5.283346091031664,5.8575826391451695,6.394701707257008,6.878633244888643,7.170489677523832
recession_easing,40,4.4475759660567125,4.749773066659167,5.265798915750758,5.840174162375328,6.400387960458577,6.875713503609433,7.188292704641875
recession_easing,41,4.446709838062474,4.735283732673609,5.256553255137378,5.826169188241162,6.391359963000397,6.883714206775339,7.190633795502781
recession_easing,42,4.429465325228488,4.718463609392654,5.2337140425248485,5.813559145245881,6.390676402272746,6.884918557560573,7.180813822892351
recession_easing,43,4.4329514017009375,4.715524035651327,5.238402375848916,5.812943106307223,6.382897089723573,6.867188109221479,7.19160778331241
recession_easing,44,4.416613908786312,4.712788744894384,5.225747170295636,5.804329526775361,6.376686981197985,6.856484180834681,7.166681430020165
recession_easing,45,4.405189265498971,4.705801550838898,5.221501009633185,5.801557522393733,6.3756062887277665,6.8671673341587125,7.142572199415672
recession_easing,46,4.412881450459124,4.715255946749214,5.227908074840535,5.793002903794045,6.3563133325369625,6.86298654995589,7.168108188291284
recession_easing,47,4.403247970757302,4.702535556421124,5.210403444086321,5.787575967039357,6.348469711628119,6.861162958388373,7.162815494060018
recession_easing,48,4.381729486555034,4.682397737395363,5.1984901872476375,5.780587597258459,6.347863258544209,6.876343086566248,7.169452809945095
recession_easing,49,4.386118401145068,4.681907692943868,5.183736845993443,5.770970620385006,6.3489893068770344,6.869328347311293,7.177262924038439
recession_easing,50,4.383020854058401,4.687223986118061,5.183805736239526,5.767201155177602,6.348604122030319,6.863856009872393,7.175673637570548
recession_easing,51,4.39187876349978,4.684485315931582,5.1810134921554845,5.768994638851634,6.345539894363949,6.87257722563219,7.155421626247252
recession_easing,52,4.385183604563018,4.677533480413148,5.187255288531977,5.759113308873067,6.344571354447211,6.838753676118455,7.153482999341535
soft_landing,1,6.030379489045503,6.075113911685166,6.156698095362476,6.250774796928665,6.340314631744931,6.421935645705886,6.472270299597962
soft_landing,2,5.920606449866385,5.987312313556158,6.1103690427116035,6.244106133804841,6.3706193609292345,6.491035829215505,6.565709394516024
soft_landing,3,5.857263943543258,5.932272529586873,6.074829669863197,6.238453357252006,6.399817474007762,6.546192860405088,6.638684148028902
soft_landing,4,5.792582941127852,5.880602852416161,6.047622135882851,6.237525946858513,6.423676824284452,6.586398480099107,6.681116235235012
